id,title,genres,averageRating,numVotes,releaseYear
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18706,2017
tt1833285,Boss,"Crime, Drama",8.1,18482,2011
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18366,1998
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18312,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18217,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18182,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17130,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17056,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16818,2015
tt0080274,Shogun,"Adventure, Drama, History",8.1,16546,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16436,2011
tt1515193,"The Big C","Comedy, Drama",8.1,15987,2010
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,15880,2023
tt0063951,"Sesame Street","Adventure, Animation, Family",8.1,15807,1969
tt26737616,Pluto,"Action, Animation, Drama",8.1,14925,2023
tt22373148,"Karm Yuddh",Drama,8.1,14874,2022
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14855,2023
tt8324422,PEN15,Comedy,8.1,14660,2019
tt14479078,Candy,Thriller,8.1,14621,2021
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14535,2019
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14436,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14165,2020
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,13522,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13459,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13094,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13078,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,12994,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12497,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12322,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12234,2020
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12151,1985
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12074,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12051,2022
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,11990,2022
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,11849,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11409,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,10985,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10838,2016
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10390,2015
tt7889220,"Dirty Money","Crime, Documentary",8.1,10338,2018
tt1973692,Rita,"Comedy, Drama",8.1,10312,2012
tt8026448,"Tacoma FD",Comedy,8.1,10248,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10190,2022
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10168,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10110,2017
tt2582590,Vicious,Comedy,8.1,10095,2013
tt5180504,"The Witcher","Action, Adventure, Drama",8,582887,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,572691,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,365126,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,349798,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324329,2013
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,227414,2017
tt9288030,Reacher,"Action, Crime, Drama",8,227326,2022
tt13406094,"The White Lotus","Comedy, Drama",8,221873,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,179707,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,153534,2018
tt14403178,Beef,"Comedy, Drama",8,143545,2023
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,142359,2024
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,129774,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124117,2018
tt6470478,"The Good Doctor",Drama,8,119199,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,115868,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,107842,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,106520,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102395,2017
tt9815454,Unorthodox,Drama,8,94225,2020
tt7587890,"The Rookie","Action, Crime, Drama",8,83521,2018
tt16358384,"Tulsa King","Crime, Drama",8,81739,2022
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80199,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80113,2007
tt15677150,Shrinking,"Comedy, Drama",8,75918,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74750,2020
tt2261391,"Chicago Fire","Action, Drama",8,66718,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66629,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64294,2019
tt0083399,Cheers,"Comedy, Drama",8,63537,1982
tt17491088,"The Diplomat","Comedy, Drama, Thriller",8,62311,2023
tt0072562,"Saturday Night Live","Comedy, Music",8,53711,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51559,2017
tt7817340,"New Amsterdam",Drama,8,51418,2018
tt7661390,"Gangs of London","Action, Crime, Drama",8,42722,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42002,2015
tt2712740,"The Goldbergs",Comedy,8,41769,2013
tt0084988,Blackadder,Comedy,8,41692,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41530,2015
tt4406178,"The Gilded Age",Drama,8,39973,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37147,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36794,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35662,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35147,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33583,2010
tt6586318,"Patrick Melrose",Drama,8,33282,2018
tt3766376,"Vice Principals",Comedy,8,32708,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31862,2017
tt26933824,"Nobody Wants This",Comedy,8,30763,2024
tt4258440,River,"Crime, Drama, Mystery",8,27927,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27739,1989
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8,26683,2016
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25719,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25496,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25433,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24086,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24028,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23608,2003
tt4051832,Lovesick,Comedy,8,23124,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22685,2020
tt27713897,Arnold,"Biography, Documentary",8,22665,2023
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22327,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22309,1964
tt3837246,"Assassination Classroom","Action, Animation, Comedy",8,22145,2013
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21505,2012
tt7375404,Kidding,"Comedy, Drama",8,20438,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20205,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19029,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19006,1994
tt0241088,"Da Ali G Show",Comedy,8,18457,2000
tt6474236,"The Looming Tower","Drama, History",8,18070,2018
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18057,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17720,1995
tt4384086,"Life in Pieces",Comedy,8,17654,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17070,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16907,2019
tt28681409,"Ranneeti: Balakot & Beyond",Action,8,16722,2024
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16606,2021
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16004,2022
tt13444408,Kin,"Crime, Drama",8,16001,2021
tt0108981,"The Vicar of Dibley",Comedy,8,15838,1994
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15802,2020
tt0985344,Claymore,"Action, Adventure, Animation",8,15616,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15286,2015
tt5797194,W,"Action, Comedy, Drama",8,14937,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,14899,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14817,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14606,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14193,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,13921,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13758,2012
tt9778022,Abhay,"Crime, Thriller",8,13557,2019
tt15282746,"Drops of God",Drama,8,13554,2023
tt4452630,"Code Black",Drama,8,13519,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13367,2020
tt0847150,"Sense & Sensibility","Drama, Romance",8,13248,2008
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13205,2023
tt0115270,Millennium,"Crime, Drama, Horror",8,12560,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12326,2020
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12254,2000
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12254,2016
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12243,2008
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12104,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11892,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11797,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11778,2021
tt1778108,"The Hour",Drama,8,11748,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11699,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11557,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11455,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11391,2011
tt12392496,Undekhi,Crime,8,11014,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10682,2023
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8,10463,2023
tt0118475,Spawn,"Action, Adventure, Animation",8,10381,1997
tt27411674,"Shekhar Home","Crime, Drama",8,10316,2024
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10300,2018
tt6554240,Heels,"Drama, Sport",8,10257,2021
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10224,2024
tt8005374,Explained,Documentary,8,10074,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,382061,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284095,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263028,2008
tt2357547,"Jessica Jones","Action, Crime, Drama",7.9,229776,2015
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192312,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,146950,1990
tt6048596,"The Sinner","Crime, Drama, Mystery",7.9,142482,2017
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133193,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,120867,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,118816,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118541,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,113653,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111075,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102503,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88670,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83251,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79728,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79046,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,76982,1999
tt4477976,Superstore,Comedy,7.9,72658,2015
tt0108757,ER,"Drama, Romance",7.9,69296,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60722,2014
tt3520702,Bloodline,"Drama, Thriller",7.9,60252,2015
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59363,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59309,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55167,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,54904,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,54829,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54551,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52506,2013
tt5952634,"The Spy","Biography, Drama, History",7.9,50967,2019
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,50872,2018
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50486,2015
tt2699110,"The Affair",Drama,7.9,49863,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43281,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43024,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,40879,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40522,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39255,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38910,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38482,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38021,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37452,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34927,2009
tt9859436,"The Walking Dead: The Ones Who Live","Drama, Horror, Thriller",7.9,34789,2024
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32868,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32346,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32310,2016
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32229,2021
tt14824792,Ted,Comedy,7.9,31485,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31294,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29894,2012
