employee,time,tenure,quit,role,avg_hourly_wage,dma,restaurant,restaurant_cat
99,2018-8,45,False,Shift Leader/Supervisor,13.50792701,AUSTIN,7,Casual Dining
99,2018-9,46,False,Wait-Staff (Tipped),14.77649678,AUSTIN,7,Casual Dining
100,2015-10,9,False,Line Cook,15.07225531,AUSTIN,17,Casual Dining
100,2015-11,10,False,Line Cook,13.1675744,AUSTIN,17,Casual Dining
100,2015-12,11,False,Line Cook,14.16183278,AUSTIN,17,Casual Dining
100,2015-2,1,False,Line Cook,15.90486858,AUSTIN,17,Casual Dining
100,2015-3,2,False,Line Cook,13.84340237,AUSTIN,17,Casual Dining
100,2015-4,3,False,Line Cook,15.09193182,AUSTIN,17,Casual Dining
100,2015-5,4,False,Line Cook,14.02807563,AUSTIN,17,Casual Dining
100,2015-6,5,False,Line Cook,16.51661098,AUSTIN,17,Casual Dining
100,2015-7,6,False,Line Cook,15.18680435,AUSTIN,17,Casual Dining
100,2015-8,7,False,Line Cook,16.520951,AUSTIN,17,Casual Dining
100,2015-9,8,False,Line Cook,15.5133003,AUSTIN,17,Casual Dining
100,2016-1,12,False,Line Cook,16.07220056,AUSTIN,17,Casual Dining
100,2016-10,21,False,Line Cook,14.14818308,AUSTIN,17,Casual Dining
100,2016-11,22,False,Line Cook,15.26883351,AUSTIN,17,Casual Dining
100,2016-12,23,False,Line Cook,14.54930911,AUSTIN,17,Casual Dining
100,2016-2,13,False,Line Cook,14.8131944,AUSTIN,17,Casual Dining
100,2016-3,14,False,Line Cook,15.72122382,AUSTIN,17,Casual Dining
100,2016-4,15,False,Line Cook,15.42629727,AUSTIN,17,Casual Dining
100,2016-5,16,False,Line Cook,16.26091693,AUSTIN,17,Casual Dining
100,2016-6,17,False,Line Cook,14.32450897,AUSTIN,17,Casual Dining
100,2016-7,18,False,Line Cook,15.3257622,AUSTIN,17,Casual Dining
100,2016-8,19,False,Line Cook,15.23901148,AUSTIN,17,Casual Dining
100,2016-9,20,False,Line Cook,15.66038616,AUSTIN,17,Casual Dining
100,2017-1,24,False,Line Cook,15.69133144,AUSTIN,17,Casual Dining
100,2017-10,33,False,Line Cook,14.11588632,AUSTIN,17,Casual Dining
100,2017-11,34,False,Line Cook,14.93792393,AUSTIN,17,Casual Dining
100,2017-12,35,False,Line Cook,15.81998239,AUSTIN,17,Casual Dining
100,2017-2,25,False,Line Cook,15.41714383,AUSTIN,17,Casual Dining
100,2017-3,26,False,Line Cook,15.52325365,AUSTIN,17,Casual Dining
100,2017-4,27,False,Line Cook,14.68511241,AUSTIN,17,Casual Dining
100,2017-5,28,False,Line Cook,16.38763772,AUSTIN,17,Casual Dining
100,2017-6,29,False,Line Cook,16.30559291,AUSTIN,17,Casual Dining
100,2017-7,30,False,Line Cook,13.89445452,AUSTIN,17,Casual Dining
100,2017-8,31,False,Line Cook,15.28682715,AUSTIN,17,Casual Dining
100,2017-9,32,False,Line Cook,15.56173565,AUSTIN,17,Casual Dining
100,2018-1,36,False,Line Cook,14.14861497,AUSTIN,17,Casual Dining
100,2018-10,45,False,Line Cook,13.60195967,AUSTIN,17,Casual Dining
100,2018-11,46,False,Line Cook,15.05220107,AUSTIN,17,Casual Dining
100,2018-12,47,False,Line Cook,16.0692513,AUSTIN,17,Casual Dining
100,2018-2,37,False,Line Cook,14.83938786,AUSTIN,17,Casual Dining
100,2018-3,38,False,Line Cook,15.32437472,AUSTIN,17,Casual Dining
100,2018-4,39,False,Line Cook,14.57947485,AUSTIN,17,Casual Dining
100,2018-5,40,False,Line Cook,14.31659903,AUSTIN,17,Casual Dining
100,2018-6,41,False,Line Cook,13.19025268,AUSTIN,17,Casual Dining
100,2018-7,42,False,Line Cook,15.77856612,AUSTIN,17,Casual Dining
100,2018-8,43,False,Line Cook,14.78228757,AUSTIN,17,Casual Dining
100,2018-9,44,False,Line Cook,16.23140686,AUSTIN,17,Casual Dining
100,2019-1,48,True,Line Cook,14.08512618,AUSTIN,17,Casual Dining
101,2015-10,6,False,Line Cook,12.76671768,DALLAS,12,Casual Dining
101,2015-11,7,False,Line Cook,17.91167019,DALLAS,12,Casual Dining
101,2015-12,8,False,Line Cook,13.61868272,DALLAS,12,Casual Dining
101,2015-5,1,False,Line Cook,15.11327086,DALLAS,12,Casual Dining
101,2015-6,2,False,Line Cook,12.69956846,DALLAS,12,Casual Dining
101,2015-7,3,False,Line Cook,14.63148559,DALLAS,12,Casual Dining
101,2015-8,4,False,Line Cook,14.9318892,DALLAS,12,Casual Dining
101,2015-9,5,False,Line Cook,13.68492001,DALLAS,12,Casual Dining
101,2016-1,9,False,Line Cook,15.02232732,DALLAS,12,Casual Dining
101,2016-10,18,False,Line Cook,16.1929698,DALLAS,12,Casual Dining
101,2016-11,19,False,Line Cook,13.55110226,DALLAS,12,Casual Dining
101,2016-12,20,False,Line Cook,14.41839689,DALLAS,12,Casual Dining
101,2016-2,10,False,Line Cook,16.90652134,DALLAS,12,Casual Dining
101,2016-3,11,False,Line Cook,15.20119841,DALLAS,12,Casual Dining
101,2016-4,12,False,Line Cook,14.67301283,DALLAS,12,Casual Dining
101,2016-5,13,False,Line Cook,14.99810409,DALLAS,12,Casual Dining
101,2016-6,14,False,Line Cook,13.97869948,DALLAS,12,Casual Dining
101,2016-8,16,False,Line Cook,14.23330219,DALLAS,12,Casual Dining
101,2016-9,17,False,Line Cook,16.17764885,DALLAS,12,Casual Dining
101,2017-1,21,False,Line Cook,14.37546606,DALLAS,12,Casual Dining
101,2017-2,22,False,Line Cook,15.7489955,DALLAS,12,Casual Dining
101,2017-3,23,True,Line Cook,16.34501042,DALLAS,12,Casual Dining
102,2015-10,4,False,Host/Hostess (NonTipped),14.6166327,AUSTIN,25,Casual Dining
102,2015-11,5,False,Host/Hostess (NonTipped),16.05998419,AUSTIN,25,Casual Dining
102,2015-12,6,False,Host/Hostess (NonTipped),14.09373836,AUSTIN,25,Casual Dining
102,2015-7,1,False,Host/Hostess (NonTipped),15.6861334,AUSTIN,25,Casual Dining
102,2015-8,2,False,Host/Hostess (NonTipped),15.1794242,AUSTIN,25,Casual Dining
102,2015-9,3,False,Host/Hostess (NonTipped),15.40079314,AUSTIN,25,Casual Dining
102,2016-1,7,False,Host/Hostess (NonTipped),14.64699312,AUSTIN,25,Casual Dining
102,2016-2,8,False,Host/Hostess (NonTipped),15.4902621,AUSTIN,25,Casual Dining
102,2016-3,9,False,Host/Hostess (NonTipped),16.0979793,AUSTIN,25,Casual Dining
102,2016-4,10,True,Host/Hostess (NonTipped),14.72325893,AUSTIN,25,Casual Dining
103,2016-12,1,False,Wait-Staff (Tipped),15.77358421,DALLAS,10,Casual Dining
103,2017-6,7,False,Host/Hostess (Tipped),13.293969,DALLAS,10,Casual Dining
103,2017-7,8,False,Host/Hostess (Tipped),14.0086924,DALLAS,10,Casual Dining
103,2018-10,2,False,Dishwasher,13.54578314,DALLAS,16,Casual Dining
103,2018-11,3,False,Dishwasher,14.55391244,DALLAS,16,Casual Dining
103,2018-12,4,False,Dishwasher,14.20002452,DALLAS,16,Casual Dining
103,2018-9,1,False,Dishwasher,15.75073688,DALLAS,16,Casual Dining
103,2019-1,5,False,Dishwasher,14.98651933,DALLAS,16,Casual Dining
103,2019-2,6,False,Dishwasher,14.86044717,DALLAS,16,Casual Dining
103,2019-3,7,False,Dishwasher,15.79318766,DALLAS,16,Casual Dining
103,2019-4,8,False,Dishwasher,16.09784705,DALLAS,16,Casual Dining
103,2019-5,9,False,Dishwasher,16.61792241,DALLAS,16,Casual Dining
104,2017-1,1,False,Host/Hostess (Tipped),13.11050267,DALLAS,24,Casual Dining
104,2017-10,10,False,Host/Hostess (Tipped),16.63228441,DALLAS,24,Casual Dining
104,2017-11,11,False,Host/Hostess (Tipped),14.13626836,DALLAS,24,Casual Dining
104,2017-12,12,False,Host/Hostess (Tipped),12.24763334,DALLAS,24,Casual Dining
104,2017-2,2,False,Host/Hostess (Tipped),15.35063991,DALLAS,24,Casual Dining
104,2017-3,3,False,Host/Hostess (Tipped),15.50389303,DALLAS,24,Casual Dining
104,2017-4,4,False,Host/Hostess (Tipped),14.85977608,DALLAS,24,Casual Dining
104,2017-5,5,False,Host/Hostess (Tipped),14.6659973,DALLAS,24,Casual Dining
104,2017-6,6,False,Host/Hostess (Tipped),14.62255184,DALLAS,24,Casual Dining
104,2017-7,7,False,Host/Hostess (Tipped),14.84288018,DALLAS,24,Casual Dining
104,2017-8,8,False,Host/Hostess (Tipped),15.61362813,DALLAS,24,Casual Dining
104,2017-9,9,False,Host/Hostess (Tipped),12.9582411,DALLAS,24,Casual Dining
104,2018-1,13,False,Host/Hostess (Tipped),15.48496528,DALLAS,24,Casual Dining
104,2018-10,22,False,Host/Hostess (Tipped),15.20610551,DALLAS,24,Casual Dining
104,2018-11,23,False,Host/Hostess (Tipped),14.62570469,DALLAS,24,Casual Dining
104,2018-12,24,False,Host/Hostess (Tipped),14.77228182,DALLAS,24,Casual Dining
104,2018-2,14,False,Host/Hostess (Tipped),14.73997809,DALLAS,24,Casual Dining
104,2018-3,15,False,Host/Hostess (Tipped),14.31780332,DALLAS,24,Casual Dining
104,2018-4,16,False,Host/Hostess (Tipped),16.11123022,DALLAS,24,Casual Dining
104,2018-5,17,False,Host/Hostess (Tipped),14.93224222,DALLAS,24,Casual Dining
104,2018-6,18,False,Host/Hostess (Tipped),13.64711127,DALLAS,24,Casual Dining
104,2018-7,19,False,Host/Hostess (Tipped),13.62082235,DALLAS,24,Casual Dining
104,2018-8,20,False,Host/Hostess (Tipped),16.12685167,DALLAS,24,Casual Dining
104,2018-9,21,False,Host/Hostess (Tipped),14.88070181,DALLAS,24,Casual Dining
104,2019-1,25,False,Host/Hostess (Tipped),16.31127865,DALLAS,24,Casual Dining
104,2019-2,26,False,Host/Hostess (Tipped),16.69107067,DALLAS,24,Casual Dining
104,2019-3,27,False,Host/Hostess (Tipped),15.27465138,DALLAS,24,Casual Dining
104,2019-4,28,False,Host/Hostess (Tipped),17.37569339,DALLAS,24,Casual Dining
104,2019-5,29,False,Host/Hostess (Tipped),13.78820181,DALLAS,24,Casual Dining
105,2019-1,1,False,Host/Hostess (NonTipped),16.08011463,AUSTIN,13,Casual Dining
105,2019-2,2,False,Host/Hostess (NonTipped),15.11073112,AUSTIN,13,Casual Dining
105,2019-3,3,False,Host/Hostess (NonTipped),14.88053966,AUSTIN,13,Casual Dining
105,2019-4,4,False,Host/Hostess (NonTipped),14.93987201,AUSTIN,13,Casual Dining
105,2019-5,5,False,Host/Hostess (NonTipped),13.95919727,AUSTIN,13,Casual Dining
106,2019-4,1,False,Host/Hostess (NonTipped),14.35791841,AUSTIN,13,Casual Dining
106,2019-5,2,False,Cashier,15.97966799,AUSTIN,13,Casual Dining
107,2017-10,8,False,Host/Hostess (Tipped),15.82212332,DALLAS,22,Casual Dining
107,2017-11,9,False,Host/Hostess (Tipped),16.16561547,DALLAS,22,Casual Dining
107,2017-12,10,False,Host/Hostess (Tipped),15.44703017,DALLAS,22,Casual Dining
107,2017-3,1,False,Host/Hostess (Tipped),16.65404841,DALLAS,22,Casual Dining
107,2017-4,2,False,Host/Hostess (Tipped),15.43767676,DALLAS,22,Casual Dining
107,2017-5,3,False,Host/Hostess (Tipped),17.73033262,DALLAS,22,Casual Dining
107,2017-6,4,False,Host/Hostess (Tipped),14.46542384,DALLAS,22,Casual Dining
107,2017-7,5,False,Host/Hostess (Tipped),15.4753598,DALLAS,22,Casual Dining
107,2017-8,6,False,Host/Hostess (Tipped),15.40726762,DALLAS,22,Casual Dining
107,2017-9,7,False,Host/Hostess (Tipped),15.30923789,DALLAS,22,Casual Dining
107,2018-1,11,False,Host/Hostess (Tipped),14.48548325,DALLAS,22,Casual Dining
107,2018-10,20,True,Host/Hostess (Tipped),14.80916592,DALLAS,22,Casual Dining
107,2018-2,12,False,Host/Hostess (Tipped),13.98512044,DALLAS,22,Casual Dining
107,2018-3,13,False,Host/Hostess (Tipped),14.43976085,DALLAS,22,Casual Dining
107,2018-4,14,False,Host/Hostess (Tipped),15.78348386,DALLAS,22,Casual Dining
107,2018-5,15,False,Host/Hostess (Tipped),16.14198884,DALLAS,22,Casual Dining
107,2018-6,16,False,Host/Hostess (Tipped),13.50008896,DALLAS,22,Casual Dining
107,2018-7,17,False,Host/Hostess (Tipped),14.2863345,DALLAS,22,Casual Dining
107,2018-8,18,False,Host/Hostess (Tipped),15.92783803,DALLAS,22,Casual Dining
107,2018-9,19,False,Host/Hostess (Tipped),15.37230415,DALLAS,22,Casual Dining
108,2017-10,8,False,Host/Hostess (Tipped),13.08405452,AUSTIN,7,Casual Dining
108,2017-11,9,False,Host/Hostess (Tipped),14.74319792,AUSTIN,7,Casual Dining
108,2017-12,10,False,Host/Hostess (Tipped),14.49717864,AUSTIN,7,Casual Dining
108,2017-3,1,False,Host/Hostess (Tipped),13.85783143,AUSTIN,7,Casual Dining
108,2017-4,2,False,Host/Hostess (Tipped),15.48298353,AUSTIN,7,Casual Dining
108,2017-5,3,False,Host/Hostess (Tipped),14.64337847,AUSTIN,7,Casual Dining
108,2017-9,7,False,Host/Hostess (Tipped),15.39609397,AUSTIN,7,Casual Dining
108,2018-1,11,False,Host/Hostess (Tipped),14.89177081,AUSTIN,7,Casual Dining
108,2018-2,12,False,Host/Hostess (Tipped),14.49636111,AUSTIN,7,Casual Dining
108,2018-3,13,False,Host/Hostess (Tipped),13.85223357,AUSTIN,7,Casual Dining
108,2018-4,14,False,Host/Hostess (Tipped),16.39933026,AUSTIN,7,Casual Dining
108,2018-5,15,False,Host/Hostess (Tipped),15.72761819,AUSTIN,7,Casual Dining
108,2018-6,16,False,Host/Hostess (Tipped),13.89691892,AUSTIN,7,Casual Dining
108,2018-7,17,False,Host/Hostess (Tipped),15.54328487,AUSTIN,7,Casual Dining
108,2018-8,18,False,Host/Hostess (Tipped),16.69100075,AUSTIN,7,Casual Dining
108,2018-9,19,True,Host/Hostess (Tipped),15.88455035,AUSTIN,7,Casual Dining
109,2017-10,3,False,Expediter,14.55613255,AUSTIN,3,Casual Dining
109,2017-11,4,False,Prep Cook,15.82367288,AUSTIN,3,Casual Dining
109,2017-12,5,False,Prep Cook,14.35010949,AUSTIN,3,Casual Dining
109,2017-8,1,False,Prep Cook,14.24753317,AUSTIN,3,Casual Dining
109,2017-9,2,False,Expediter,14.28938418,AUSTIN,3,Casual Dining
109,2018-1,6,False,Prep Cook,16.89717256,AUSTIN,3,Casual Dining
109,2018-2,7,False,Prep Cook,16.28914322,AUSTIN,3,Casual Dining
109,2018-3,8,False,Expediter,13.86197739,AUSTIN,3,Casual Dining
109,2018-4,9,False,Expediter,14.97783081,AUSTIN,3,Casual Dining
109,2018-5,10,False,Expediter,15.40707833,AUSTIN,3,Casual Dining
109,2018-6,11,False,Expediter,13.89904125,AUSTIN,3,Casual Dining
109,2018-8,13,True,Expediter,14.99963794,AUSTIN,3,Casual Dining
110,2018-5,5,False,Prep Cook,13.89263495,AUSTIN,3,Casual Dining
110,2018-7,7,False,Prep Cook,15.72709271,AUSTIN,3,Casual Dining
110,2019-1,13,False,Prep Cook,14.95166011,AUSTIN,3,Casual Dining
110,2019-2,14,False,Prep Cook,15.28129049,AUSTIN,3,Casual Dining
110,2019-3,15,False,Prep Cook,16.41537261,AUSTIN,3,Casual Dining
110,2019-4,16,False,Prep Cook,14.24798025,AUSTIN,3,Casual Dining
110,2019-5,17,False,Prep Cook,15.51099746,AUSTIN,3,Casual Dining
111,2018-6,1,False,Prep Cook,13.1263611,AUSTIN,3,Casual Dining
111,2018-7,2,False,Prep Cook,15.50861507,AUSTIN,3,Casual Dining
111,2018-8,3,False,Prep Cook,15.28695519,AUSTIN,3,Casual Dining
111,2018-9,4,True,Prep Cook,14.0954023,AUSTIN,3,Casual Dining
112,2018-6,1,True,Wait-Staff (Tipped),13.98180391,DALLAS,10,Casual Dining
112,2018-7,1,False,Bartender (Tipped),15.00756595,DALLAS,26,Casual Dining
113,2018-10,4,False,Host/Hostess (Tipped),16.14264093,AUSTIN,17,Casual Dining
113,2018-11,5,False,Host/Hostess (Tipped),14.78265006,AUSTIN,17,Casual Dining
113,2018-12,6,False,Host/Hostess (Tipped),16.48034533,AUSTIN,17,Casual Dining
113,2018-7,1,False,Host/Hostess (Tipped),15.84195655,AUSTIN,17,Casual Dining
113,2018-8,2,False,Host/Hostess (Tipped),15.32229372,AUSTIN,17,Casual Dining
113,2018-9,3,False,Host/Hostess (Tipped),15.80131228,AUSTIN,17,Casual Dining
113,2019-1,7,False,Host/Hostess (Tipped),15.09954894,AUSTIN,17,Casual Dining
113,2019-2,8,False,Host/Hostess (Tipped),15.66408211,AUSTIN,17,Casual Dining
113,2019-3,9,False,Host/Hostess (Tipped),13.99983174,AUSTIN,17,Casual Dining
113,2019-4,10,False,Host/Hostess (Tipped),14.33262272,AUSTIN,17,Casual Dining
113,2019-5,11,False,Host/Hostess (Tipped),17.85979206,AUSTIN,17,Casual Dining
114,2018-10,4,True,Line Cook,15.64401474,DALLAS,26,Casual Dining
114,2018-7,1,False,Line Cook,14.73554318,DALLAS,26,Casual Dining
114,2018-8,2,False,Line Cook,14.64853565,DALLAS,26,Casual Dining
114,2018-9,3,False,Line Cook,16.7263862,DALLAS,26,Casual Dining
115,2018-10,4,False,Host/Hostess (Tipped),14.59768542,DALLAS,26,Casual Dining
115,2018-11,5,False,Host/Hostess (Tipped),15.32086502,DALLAS,26,Casual Dining
115,2018-12,6,False,Host/Hostess (Tipped),15.08978202,DALLAS,26,Casual Dining
115,2018-7,1,False,Host/Hostess (Tipped),14.22287001,DALLAS,26,Casual Dining
115,2018-8,2,False,Host/Hostess (Tipped),14.2701031,DALLAS,26,Casual Dining
115,2018-9,3,False,Host/Hostess (Tipped),14.1078084,DALLAS,26,Casual Dining
115,2019-1,7,False,Host/Hostess (Tipped),16.77137439,DALLAS,26,Casual Dining
115,2019-2,8,False,Host/Hostess (Tipped),15.02212341,DALLAS,26,Casual Dining
115,2019-3,9,False,Host/Hostess (Tipped),15.5750898,DALLAS,26,Casual Dining
115,2019-4,10,False,Host/Hostess (Tipped),15.19373908,DALLAS,26,Casual Dining
115,2019-5,11,False,Host/Hostess (Tipped),14.36269146,DALLAS,26,Casual Dining
116,2016-7,1,False,Line Cook,16.14504695,DALLAS,22,Fast Casual
116,2016-8,2,False,Line Cook,16.70595743,DALLAS,22,Fast Casual
116,2016-9,3,True,Line Cook,14.88699678,DALLAS,22,Fast Casual
117,2016-10,6,False,Line Cook,14.34699857,DALLAS,6,Casual Dining
117,2016-11,7,True,Line Cook,16.0795282,DALLAS,6,Casual Dining
117,2016-5,1,False,Line Cook,13.12999455,DALLAS,6,Casual Dining
117,2016-6,2,False,Line Cook,14.18613216,DALLAS,6,Casual Dining
117,2016-7,3,False,Line Cook,14.41281408,DALLAS,6,Casual Dining
117,2016-8,4,False,Line Cook,13.82852214,DALLAS,6,Casual Dining
117,2016-9,5,False,Line Cook,16.40125961,DALLAS,6,Casual Dining
117,2018-1,1,False,Line Cook,16.68812265,DALLAS,24,Casual Dining
117,2018-2,2,False,Line Cook,13.91905653,DALLAS,24,Casual Dining
117,2018-3,3,False,Line Cook,16.56556994,DALLAS,24,Casual Dining
117,2018-4,4,False,Line Cook,14.7629071,DALLAS,24,Casual Dining
117,2018-5,5,False,Line Cook,16.35541622,DALLAS,24,Casual Dining
117,2018-6,6,False,Line Cook,16.71091142,DALLAS,24,Casual Dining
117,2018-7,7,False,Line Cook,16.03534596,DALLAS,24,Casual Dining
117,2018-8,8,False,Line Cook,14.76009043,DALLAS,24,Casual Dining
117,2018-9,9,True,Line Cook,14.74209279,DALLAS,24,Casual Dining
118,2017-2,1,False,Line Cook,14.39849768,DALLAS,6,Casual Dining
118,2017-3,2,False,Line Cook,15.24865446,DALLAS,6,Casual Dining
118,2017-4,3,False,Line Cook,13.3543015,DALLAS,6,Casual Dining
118,2017-5,4,False,Line Cook,16.07460595,DALLAS,6,Casual Dining
118,2017-6,5,False,Line Cook,13.68559045,DALLAS,6,Casual Dining
118,2017-7,6,False,Line Cook,16.09209824,DALLAS,6,Casual Dining
118,2017-8,7,True,Line Cook,14.04746469,DALLAS,6,Casual Dining
118,2017-10,1,False,Line Cook,13.97885642,DALLAS,24,Casual Dining
118,2017-11,2,False,Line Cook,14.6894635,DALLAS,24,Casual Dining
118,2017-12,3,False,Line Cook,16.72937039,DALLAS,24,Casual Dining
118,2018-3,6,False,Line Cook,15.69733157,DALLAS,24,Casual Dining
118,2018-4,7,True,Line Cook,15.0677912,DALLAS,24,Casual Dining
119,2017-1,1,False,Line Cook,15.52462578,AUSTIN,25,Fast Casual
119,2017-10,10,False,Line Cook,14.14201821,AUSTIN,25,Fast Casual
119,2017-11,11,False,Line Cook,15.2276624,AUSTIN,25,Fast Casual
119,2017-12,12,False,Line Cook,14.46038899,AUSTIN,25,Fast Casual
119,2017-2,2,False,Line Cook,15.81666991,AUSTIN,25,Fast Casual
119,2017-3,3,False,Line Cook,13.45676347,AUSTIN,25,Fast Casual
119,2017-4,4,False,Line Cook,13.6964655,AUSTIN,25,Fast Casual
119,2017-5,5,False,Line Cook,15.58072115,AUSTIN,25,Fast Casual
119,2017-6,6,False,Line Cook,16.73322614,AUSTIN,25,Fast Casual
119,2017-7,7,False,Line Cook,15.66531577,AUSTIN,25,Fast Casual
119,2017-8,8,False,Line Cook,16.05746655,AUSTIN,25,Fast Casual
119,2017-9,9,False,Line Cook,14.46837917,AUSTIN,25,Fast Casual
119,2018-1,13,False,Line Cook,14.86282733,AUSTIN,25,Fast Casual
119,2018-2,14,False,Line Cook,15.71318038,AUSTIN,25,Fast Casual
119,2018-3,15,False,Line Cook,14.07631017,AUSTIN,25,Fast Casual
119,2018-4,16,False,Line Cook,14.09324497,AUSTIN,25,Fast Casual
119,2018-5,17,False,Line Cook,13.73016585,AUSTIN,25,Fast Casual
119,2018-6,18,False,Line Cook,13.07611443,AUSTIN,25,Fast Casual
119,2018-7,19,False,Line Cook,14.70029489,AUSTIN,25,Fast Casual
119,2018-8,20,False,Line Cook,14.56717477,AUSTIN,25,Fast Casual
119,2018-9,21,False,Line Cook,15.3196517,AUSTIN,25,Fast Casual
119,2019-5,29,False,Cashier,13.95007815,AUSTIN,25,Fast Casual
120,2016-12,1,False,Wait-Staff (Tipped),15.00858735,AUSTIN,23,Casual Dining
120,2017-1,2,False,Wait-Staff (Tipped),15.7392456,AUSTIN,23,Casual Dining
120,2017-10,11,False,Wait-Staff (Tipped),15.24983132,AUSTIN,23,Casual Dining
120,2017-11,12,True,Wait-Staff (Tipped),13.82756773,AUSTIN,23,Casual Dining
120,2017-2,3,False,Wait-Staff (Tipped),13.8917073,AUSTIN,23,Casual Dining
120,2017-3,4,False,Wait-Staff (Tipped),15.40794177,AUSTIN,23,Casual Dining
120,2017-4,5,False,Wait-Staff (Tipped),13.70780748,AUSTIN,23,Casual Dining
120,2017-5,6,False,Wait-Staff (Tipped),14.68889085,AUSTIN,23,Casual Dining
120,2017-6,7,False,Wait-Staff (Tipped),15.53898619,AUSTIN,23,Casual Dining
120,2017-7,8,False,Wait-Staff (Tipped),13.80076623,AUSTIN,23,Casual Dining
120,2017-8,9,False,Wait-Staff (Tipped),14.79067203,AUSTIN,23,Casual Dining
120,2017-9,10,False,Wait-Staff (Tipped),15.33845807,AUSTIN,23,Casual Dining
121,2015-5,1,False,Bartender (Tipped),15.02588436,AUSTIN,1,Casual Dining
121,2015-6,2,True,Wait-Staff (Tipped),15.22281967,AUSTIN,1,Casual Dining
121,2015-9,1,False,Wait-Staff (Tipped),15.62326591,AUSTIN,11,Casual Dining
121,2016-12,16,False,Bartender (Tipped),13.24475892,AUSTIN,11,Casual Dining
121,2016-2,6,False,Wait-Staff (Tipped),15.06226568,AUSTIN,11,Casual Dining
121,2016-3,7,False,Wait-Staff (Tipped),16.02875972,AUSTIN,11,Casual Dining
121,2016-4,8,False,Bartender (Tipped),15.26515989,AUSTIN,11,Casual Dining
121,2016-5,9,False,Bartender (Tipped),15.71582447,AUSTIN,11,Casual Dining
121,2016-6,10,False,Wait-Staff (Tipped),14.67426852,AUSTIN,11,Casual Dining
121,2017-1,17,False,Wait-Staff (Tipped),13.53093288,AUSTIN,11,Casual Dining
121,2017-10,26,False,Bartender (Tipped),13.49182432,AUSTIN,11,Casual Dining
121,2017-11,27,False,Bartender (Tipped),15.05484622,AUSTIN,11,Casual Dining
121,2017-12,28,False,Bartender (Tipped),15.64997475,AUSTIN,11,Casual Dining
121,2017-2,18,False,Bartender (Tipped),15.2723886,AUSTIN,11,Casual Dining
121,2017-3,19,False,Bartender (Tipped),13.74246919,AUSTIN,11,Casual Dining
121,2017-4,20,False,Bartender (Tipped),12.84006918,AUSTIN,11,Casual Dining
121,2017-5,21,False,Bartender (Tipped),14.25711941,AUSTIN,11,Casual Dining
121,2017-6,22,False,Bartender (Tipped),16.21036953,AUSTIN,11,Casual Dining
121,2017-7,23,False,Bartender (Tipped),15.4912629,AUSTIN,11,Casual Dining
121,2017-8,24,False,Bartender (Tipped),16.30215728,AUSTIN,11,Casual Dining
121,2017-9,25,False,Bartender (Tipped),15.12447474,AUSTIN,11,Casual Dining
121,2018-1,29,False,Bartender (Tipped),14.85506802,AUSTIN,11,Casual Dining
121,2018-10,38,False,Bartender (Tipped),16.14416912,AUSTIN,11,Casual Dining
121,2018-11,39,False,Bartender (Tipped),16.81112894,AUSTIN,11,Casual Dining
121,2018-12,40,False,Bartender (Tipped),14.16942737,AUSTIN,11,Casual Dining
121,2018-2,30,False,Bartender (Tipped),15.02406769,AUSTIN,11,Casual Dining
121,2018-3,31,False,Bartender (Tipped),15.52088096,AUSTIN,11,Casual Dining
121,2018-4,32,False,Bartender (Tipped),15.56065113,AUSTIN,11,Casual Dining
121,2018-5,33,False,Bartender (Tipped),14.08917526,AUSTIN,11,Casual Dining
121,2018-6,34,False,Bartender (Tipped),16.2864424,AUSTIN,11,Casual Dining
121,2018-7,35,False,Wait-Staff (Tipped),16.64084779,AUSTIN,11,Casual Dining
121,2018-8,36,False,Bartender (Tipped),15.83077984,AUSTIN,11,Casual Dining
121,2018-9,37,False,Wait-Staff (Tipped),14.93110161,AUSTIN,11,Casual Dining
121,2019-1,41,False,Bartender (Tipped),13.18039539,AUSTIN,11,Casual Dining
121,2019-2,42,False,Bartender (Tipped),16.27931891,AUSTIN,11,Casual Dining
121,2019-3,43,False,Wait-Staff (Tipped),15.73340404,AUSTIN,11,Casual Dining
121,2019-4,44,True,Bartender (Tipped),16.0262813,AUSTIN,11,Casual Dining
121,2014-10,6,False,Wait-Staff (Tipped),15.5047699,AUSTIN,13,Casual Dining
121,2014-11,7,False,Bartender (Tipped),14.21469242,AUSTIN,13,Casual Dining
121,2014-12,8,False,Bartender (Tipped),13.93542392,AUSTIN,13,Casual Dining
121,2014-5,1,False,Wait-Staff (Tipped),14.72147855,AUSTIN,13,Casual Dining
121,2014-6,2,False,Wait-Staff (Tipped),14.05100671,AUSTIN,13,Casual Dining
121,2014-7,3,False,Wait-Staff (Tipped),13.99864524,AUSTIN,13,Casual Dining
121,2014-8,4,False,Bartender (Tipped),13.28258973,AUSTIN,13,Casual Dining
121,2014-9,5,False,Wait-Staff (Tipped),16.11120433,AUSTIN,13,Casual Dining
121,2015-1,9,False,Bartender (Tipped),15.25469436,AUSTIN,13,Casual Dining
121,2015-2,10,False,Bartender (Tipped),14.5541598,AUSTIN,13,Casual Dining
121,2015-3,11,False,Wait-Staff (Tipped),15.03852685,AUSTIN,13,Casual Dining
121,2015-4,12,True,Bartender (Tipped),15.42512573,AUSTIN,13,Casual Dining
122,2017-10,1,False,Line Cook,13.57386777,AUSTIN,13,Casual Dining
