EO50 Approval Date,Business Name,Business Address,Business City,Business State,Business Phone,Postcode,Borough,Community Board,Latitude,Longitude,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
06/14/2022 12:00:00 AM,Queens Logistics Center 1 LLC & Queens Logistics Center 2 LLC (Co-Applicant,One Meadowlands Plaza,East Rutherford,New Jersey,201-635-6034,07073,,,,,,,,,
06/15/2022 12:00:00 AM,"Island Painting, Inc.",5-21 47th road,Long Island City,New York,347-556-7155,11101,QUEENS,402,40.745191,-73.95538,26,4436582,4000290016,702,QN0201
06/16/2022 12:00:00 AM,Central Lathing Inc.,338 Jericho Tpke,Syosset,New Mexico,917-975-2911,11791,,,,,,,,,
06/17/2022 12:00:00 AM,"All State ELectrical Contracting, Inc.",44 N Central Avenue,Elmsford,New York,914-368-7802,10523,,,,,,,,,
06/17/2022 12:00:00 AM,Amerco Real Estate Company/U-Hall Construction Department,168-23 Douglas Avenue,Jamaica,New York,602-284-2705,11433,QUEENS,412,40.703867,-73.789991,27,4533759,4102170048,444,QN1201
06/17/2022 12:00:00 AM,"Hudson River Construction Company, LLC",26 Racquet Road,Newburg,New York,845-562-1350,12550,,,,,,,,,
06/17/2022 12:00:00 AM,POHL Metal Systems GmbH,Robert Bosch Strasse 6,Cologne,Alabama,492-221-7091,50769,,,,,,,,,
06/21/2022 12:00:00 AM,"242 Nevins, Inc.",3 Hill Pond Lane,Rumson,New Jersey,718-788-2222,07760,,,,,,,,,
06/21/2022 12:00:00 AM,Biordi Incorporated,43-20 102nd Street,Corona,New York,718-457-1222,11368,QUEENS,404,40.746974,-73.862772,21,4040536,4016190026,40701,QN0402
06/21/2022 12:00:00 AM,Concrete Industries One Corp.,300 Boulevard of the Americas,Lakewood,New Jersey,718-757-5003,08701,,,,,,,,,
06/21/2022 12:00:00 AM,Melrose Hotel LLC,87-21 144th Street,Queens,New York,917-627-5286,11435,QUEENS,408,40.706411,-73.81206,24,4207358,4097030007,232,QN0805
06/21/2022 12:00:00 AM,Urban Precast LLC,6 Kieffer Lane,Kingston,New York,845-331-6299,12401,,,,,,,,,
06/22/2022 12:00:00 AM,Empire City Iron Works,10-37 46th Road,Long Island City,New York,718-361-0100,11101,QUEENS,402,40.746008,-73.951979,26,4000385,4000480014,702,QN0201
06/24/2022 12:00:00 AM,American Standard Plumbing & Heating Corporation,62-49 30th Avenue,Woodside,New York,718-626-9507,11377,QUEENS,401,40.759778,-73.900163,22,4022508,4010160140,299,QN0171
06/24/2022 12:00:00 AM,Anchormen Construction LLC,1371-4 Church Street,Bohemia,New York,636-242-1102,11716,,,,,,,,,
06/24/2022 12:00:00 AM,Core Erectors dba Core Installation,350 West 31st Street,New York,New York,646-830-0711,10001,MANHATTAN,104,40.750893,-73.996286,3,1013539,1007540068,103,MN0401
06/24/2022 12:00:00 AM,"Reliant Electrical Contracting, Inc.",628 Classon Avenue,Brooklyn,New York,347-645-2202,11238,BROOKLYN,308,40.67852,-73.95877,35,3027740,3011330057,305,BK0802
06/24/2022 12:00:00 AM,"Safway Atlantic, LLC",700 Commercial Avenue,Carlstadt,New Jersey,201-636-5500,07072,,,,,,,,,
06/24/2022 12:00:00 AM,SNG Brick LLC,1119 38th Street,Brooklyn,New York,718-831-4027,11218,BROOKLYN,312,40.643338,-73.989251,39,3123025,3052910020,226,BK1202
06/24/2022 12:00:00 AM,Sunshine Brooklyn LLC,38-08 Union Street,Flushing,New York,718-888-1881,11354,QUEENS,407,40.761533,-73.827091,20,4607310,4049787502,871,QN0707
06/24/2022 12:00:00 AM,"Yates Restoration Group, Ltd.",36 Bruckner Blvd,Bronx,New York,718-993-5700,10464,BRONX,201,40.806962,-73.927806,8,2000684,2023080018,1901,BX0101
06/28/2022 12:00:00 AM,2700 Church Realty LLC,5308 13th Avenue,Brooklyn,New York,718-928-7536,11219,BROOKLYN,312,40.632675,-73.994581,44,3139018,3056690070,218,BK1202
06/28/2022 12:00:00 AM,2777 Arthur Kill LLC,100 Upton Street,Staten Island,New York,718-984-0170,10304,STATEN IS,502,40.599642,-74.096969,50,5022186,5008520109,17702,SI0203
06/28/2022 12:00:00 AM,51 W. Owner LP.,999 Waterside Drive,Norfolk,Virginia,212-378-7018,23510,,,,,,,,,
06/29/2022 12:00:00 AM,"Ace Wire and Cable Co., Inc.",72-01 51st Avenue,Woodside,New York,718-458-9200,11377,QUEENS,402,40.735916,-73.892246,26,4056408,4024420002,489,QN0203
06/29/2022 12:00:00 AM,"Allran Electric of NY, LLC",120 Broadway,New York,New York,212-269-5700,10271,MANHATTAN,101,40.708546,-74.011041,1,1001026,1000477501,7,MN0101
06/29/2022 12:00:00 AM,JPC Merger Sub LLC dba Jersey Precast,853 Nottingham Way,Hamilton Township,New Jersey,609-579-7819,08638,,,,,,,,,
06/29/2022 12:00:00 AM,"W5 Group, LLC",50 East Palisades Avenue,Englewood,New Jersey,201-541-0030,07631,,,,,,,,,
06/30/2022 12:00:00 AM,X-Cell Insulation Corporation,110 Keyland Court,Bohemia,New York,631-780-6601,11716,,,,,,,,,
07/06/2022 12:00:00 AM,FT 5402 LLC,2250 59th St,Brooklyn,New York,718-677-5641,11204,BROOKLYN,312,40.616602,-73.976731,44,3172048,3065480027,446,BK1204
07/06/2022 12:00:00 AM,L.E.B. Electic LTD,21 Seabro Avenue,Queens,New York,631-842-0500,11434,QUEENS,,,,,,,,
07/11/2022 12:00:00 AM,Dynamic Development and Construction LLC,1694 McDonald Avenue,Brooklyn,New York,347-260-0952,11230,BROOKLYN,311,40.611686,-73.973553,44,3327783,3065820055,440,BK1204
07/11/2022 12:00:00 AM,Horizon 80 RSD LLC,53 Broadway,Brooklyn,New York,718-388-8210,11249,BROOKLYN,301,40.710614,-73.966581,34,3413222,3024707501,549,BK0102
07/12/2022 12:00:00 AM,Harbour Mechanical Corporation,1332 Clinton Street,Hoboken,New Jersey,917-658-6526,07030,,,,,,,,,
07/12/2022 12:00:00 AM,Pancas International Inc.,275 West 231st Street,Bronx,New York,718-543-3364,10463,BRONX,208,40.880258,-73.907367,11,2083185,2057080110,289,BX0802
07/12/2022 12:00:00 AM,Panstar Realty LLC,275 West 231st Street,Bronx,New York,917-560-9022,10463,BRONX,208,40.880258,-73.907367,11,2083185,2057080110,289,BX0802
07/12/2022 12:00:00 AM,Patella Woodworking,99 South Street,Passaic,New Jersey,973-936-0100,07055,,,,,,,,,
07/13/2022 12:00:00 AM,"Empire Architectural Metal, Corp.",14-50 118 Street,College Point,New York,718-321-1697,11356,QUEENS,407,40.784524,-73.849463,19,4461917,4040690006,929,QN0701
07/13/2022 12:00:00 AM,HPHW Realty Corp.,37 Maple Avenue,Cedarhurst,New York,516-655-7431,11516,,,,,,,,,
07/13/2022 12:00:00 AM,"Tripple J&R, Inc",1247 51st St,Brooklyn,New York,718-676-2812,11219,BROOKLYN,312,40.634462,-73.994192,44,3138054,3056487501,220,BK1202
07/13/2022 12:00:00 AM,YNH Construction Inc.,205 Spencer Street,Brooklyn,New York,718-874-3741,11205,BROOKLYN,303,40.692036,-73.954658,33,3048989,3017630012,241,BK0301
07/14/2022 12:00:00 AM,3530 Webster LLC,161-10a Union Tpke,Flushing,New York,718-309-6777,11366,QUEENS,408,40.720921,-73.806049,24,,,1265,QN0802
07/14/2022 12:00:00 AM,Clune Construction Company,405 Lexington Avenue,New York,New York,646-569-3236,10174,MANHATTAN,106,40.751823,-73.97576,4,1036156,1012970023,92,MN0604
07/14/2022 12:00:00 AM,SS & BC,59 Crossway Drive,New York,New York,347-706-8772,11729,MANHATTAN,,,,,,,,
07/15/2022 12:00:00 AM,Connelly & Sons Plumbing & Heating,230 East Meadow Avenue,East Meadow,New York,516-794-7380,11554,,,,,,,,,
07/15/2022 12:00:00 AM,Red IronWorks Inc,98 Kean St,West Babylon,New York,516-233-4766,11704,,,,,,,,,
07/15/2022 12:00:00 AM,Unified Door and HArdware Group LLC,1650 Suckle Hwy,Pennsauken,New Jersey,856-320-4868,08110,,,,,,,,,
07/18/2022 12:00:00 AM,"E.W. Howell Co., LLC",245 Newtown Road,Plainview,New York,516-903-7100,11803,,,,,,,,,
07/18/2022 12:00:00 AM,Signature Bank,565 Fifth Ave,New York,New York,646-822-1402,10017,MANHATTAN,105,40.755883,-73.978506,4,1035402,1012820001,94,MN0502
07/19/2022 12:00:00 AM,"Skyline Windows, LLC.",220 East 138th Street,Bronx,New York,212-491-3000,10451,BRONX,201,40.812078,-73.928609,8,2097047,2023220081,51,BX0101
07/20/2022 12:00:00 AM,570 Fulton Street Property LLC,125 High Street,Boston,Massachusetts,917-328-4197,02110,,,,,,,,,
07/20/2022 12:00:00 AM,RXR-LBA Red Hook Court Street Owner LLC,75 Rockefeller Plaza,New York,New York,212-444-3770,10019,MANHATTAN,105,40.759764,-73.977901,4,1034512,1012670022,104,MN0502
07/22/2022 12:00:00 AM,1530 60th Member LLC,2250 59th St,Brooklyn,New York,718-677-5641,11204,BROOKLYN,312,40.616602,-73.976731,44,3172048,3065480027,446,BK1204
07/22/2022 12:00:00 AM,42-45 12th Street LLC,50 Bank Street,New York,New York,212-243-7757,10014,MANHATTAN,102,40.736864,-74.003475,3,1010946,1006140007,77,MN0203
07/22/2022 12:00:00 AM,Benfield Electric Supply Co. Inc.,240 Washington St,Mount Vernon,New York,914-948-6660,10553,,,,,,,,,
07/25/2022 12:00:00 AM,AB Stable V1 LLC,717 Fifth Avenue,New York,New York,646-690-1848,10022,MANHATTAN,105,40.762135,-73.974562,4,1035776,1012917501,102,MN0502
07/25/2022 12:00:00 AM,"FMB, Inc.",70 Supor Blvd,Harrison,New Jersey,973-485-5544,07029,,,,,,,,,
07/25/2022 12:00:00 AM,Metals USA Plates and Shapes Inc.,50 Carot Blvd East,Langhorne,Pennsylvania,267-580-2100,19047,,,,,,,,,
07/25/2022 12:00:00 AM,"Tri-State Computer Flooring Co., Inc.",17 Central Avenue,Hawthorne,New Jersey,201-394-6058,07506,,,,,,,,,
07/28/2022 12:00:00 AM,"Legere Group, Ltd",80 Darling Dr,Avon,Connecticut,860-674-0392,06001,,,,,,,,,
07/29/2022 12:00:00 AM,2995 Coney Island LLC,710 Avenue U,Brooklyn,New York,516-330-4388,11223,BROOKLYN,315,40.598003,-73.963868,48,3410005,3071340003,392,BK1501
07/29/2022 12:00:00 AM,815 Khy Group LLC,710 Avenue U,Brooklyn,New York,516-330-4388,11223,BROOKLYN,315,40.598003,-73.963868,48,3410005,3071340003,392,BK1501
07/29/2022 12:00:00 AM,Anfield Interiors,261 W 35 Street,New York,New York,646-208-9852,10001,MANHATTAN,105,40.752358,-73.991774,3,1014422,1007850007,109,MN0502
07/29/2022 12:00:00 AM,Gray Dawg Construction Services Inc.,508 78th Street,Brooklyn,New York,718-449-1930,11209,BROOKLYN,310,40.626942,-74.023074,47,3150399,3059710011,136,BK1001
07/29/2022 12:00:00 AM,"Modern Woodcrafts, LLC.",72 Northwest Drive,Plainville,Connecticut,860-677-7371,06062,,,,,,,,,
08/01/2022 12:00:00 AM,232 Seigel SPV LLC,1110 42nd Street,Brooklyn,New York,718-309-3623,11219,BROOKLYN,312,40.641401,-73.99212,44,3334045,3055977501,224,BK1202
08/01/2022 12:00:00 AM,"Cardella Trucking Co, Inc.",2400 Tonnelle Ave,North Bergen,New Jersey,201-867-7276,07047,,,,,,,,,
08/01/2022 12:00:00 AM,"JEM Architecturals, Inc",37 Cliff Street,New Rochelle,New York,914-365-1500,10801,,,,,,,,,
08/01/2022 12:00:00 AM,MG & Company,350 7th Avenue,New York,New York,212-691-4000,10001,MANHATTAN,105,40.748164,-73.992695,3,1014290,1007790039,95,MN0501
08/01/2022 12:00:00 AM,"New York H & Y Construction, Inc.",46-22 Robinson Street,Flushing,New York,929-990-3392,11355,QUEENS,407,40.751389,-73.816864,20,4533994,4052090013,1205,QN0705
08/02/2022 12:00:00 AM,1308 Real Estate LLC,175 West Carver St,Huntington,New York,212-317-1249,11743,,,,,,,,,
08/02/2022 12:00:00 AM,19-20 Bush Terminal Owner LP,220 36th Street,Brooklyn,New York,347-417-8467,11232,BROOKLYN,307,40.656061,-74.007334,38,3398687,3006950020,2,BK0702
08/02/2022 12:00:00 AM,3551 Boston Associates LLC,70-13 Austin Street,Queens,New York,718-575-5400,11375,QUEENS,406,40.720798,-73.846501,29,4314650,4032387504,711,QN0602
08/02/2022 12:00:00 AM,BH Design Group LLC,97-10 62nd Drive,Queens,New York,718-536-7383,11374,QUEENS,406,40.732581,-73.861257,24,4431951,4020860050,71701,QN0601
08/02/2022 12:00:00 AM,Canatal Steel USA Inc.,459 Industrial Drive,Roanoke,Virginia,418-338-6044,24019,,,,,,,,,
08/02/2022 12:00:00 AM,Electrotech Service Equipment Corp,24-50 46th Street,Long Island City,New York,718-626-7700,11103,QUEENS,401,40.766618,-73.906189,22,4441097,4007180018,141,QN0104
08/02/2022 12:00:00 AM,"Facade Solutions New York, LLC",26 Oliver Street,New York,New York,917-364-4368,10006,MANHATTAN,103,40.712285,-73.997847,1,1000000,1002790030,27,MN0301
08/02/2022 12:00:00 AM,Reliable Plumbing NYC Corp,533 Lincoln Ave,Staten Island,New York,917-731-2190,10306,STATEN IS,502,40.572327,-74.095464,50,,,11203,SI0202
08/03/2022 12:00:00 AM,210 Greenpoint Realty LLC,84 Kosciuszko Street,Brooklyn,New York,718-963-0536,11205,BROOKLYN,303,40.690523,-73.952192,36,3049730,3017830047,241,BK0301
08/03/2022 12:00:00 AM,401 W 207th Realty LLC,84 Kosciuszko Street,Brooklyn,New York,718-963-0536,11205,BROOKLYN,303,40.690523,-73.952192,36,3049730,3017830047,241,BK0301
08/03/2022 12:00:00 AM,Interior Builders Group Inc. (IBG) of New York,32 Broadway,New York,New York,212-732-1466,10004,MANHATTAN,101,40.706045,-74.013096,1,1078979,1000220017,9,MN0101
08/03/2022 12:00:00 AM,NYCOM,606 Church Street,Morriseville,New York,919-605-3979,27560,,,,,,,,,
08/03/2022 12:00:00 AM,Spring Roc LLC,265 Sunrise Highway,Rockeville Centre,New York,212-575-5955,11570,,,,,,,,,
08/04/2022 12:00:00 AM,Grand Lake Holdings Corp,82-11 57 Street,Elmhurst,New York,917-618-3139,11373,QUEENS,,,,,,,,
08/04/2022 12:00:00 AM,L2 Construction Inc.,774 53rd Street,Brooklyn,New York,917-385-9655,11220,BROOKLYN,307,40.639856,-74.006172,43,3014437,3008180038,10601,BK0703
08/04/2022 12:00:00 AM,"MC Electrical NY, Inc.",157 Walsh Road,Yonkers,New York,914-623-7100,10701,,,,,,,,,
08/04/2022 12:00:00 AM,Vinbaytel Developments LLC,41 Avenue A,New York,New York,718-986-9086,10009,MANHATTAN,103,40.723568,-73.985356,2,1077953,1004300010,3002,MN0303
08/05/2022 12:00:00 AM,BV Mechanical LLC,157 Midgely Drive,Hewlett,New York,917-599-7237,11557,,,,,,,,,
08/05/2022 12:00:00 AM,Electric Essentials Corp.,32 East 31st Street,New York,New York,212-725-1098,10016,MANHATTAN,105,40.745729,-73.984052,2,1016970,1008600055,74,MN0501
08/05/2022 12:00:00 AM,GCH Fordham Road,19 West 34th Street,New York,New York,212-760-3565,10001,MANHATTAN,105,40.74899,-73.985845,4,1015873,1008360020,76,MN0501
08/05/2022 12:00:00 AM,Vertiv Corporation,1 Penn Plaza,New York,New York,614-841-5801,10119,MANHATTAN,105,40.751098,-73.992926,3,1014387,1007830070,101,MN0501
08/09/2022 12:00:00 AM,"J.G. Electrical Installations, Inc.",66-05 60th Place,Ridgewood,New York,718-381-4900,11385,QUEENS,405,40.708164,-73.90133,30,4084809,4035270010,587,QN0502
08/09/2022 12:00:00 AM,"James E. Fitzgerald, Inc.",48 West 38th Street,New York,New York,212-921-8700,10018,MANHATTAN,105,40.751611,-73.984293,4,1015982,1008390073,84,MN0502
08/11/2022 12:00:00 AM,1504-1506 Avenue L LLC,3839 Flatlands Ave,Brooklyn,New York,718-567-4922,11234,BROOKLYN,318,40.620891,-73.935899,45,3217186,3078170006,738,BK1801
08/11/2022 12:00:00 AM,Clearview SM Inc.,199 Bush Street,Brooklyn,New York,917-731-4331,11231,BROOKLYN,306,40.673573,-74.001337,38,3008571,3005620046,5302,BK0601
08/11/2022 12:00:00 AM,"Donaldson Interiors, Inc.",150 Wireless Boulevard,Hauppauge,New York,631-952-0800,11788,,,,,,,,,
08/11/2022 12:00:00 AM,"Mistral Architectural Metal & Glass, Inc.",37-19 56th Street,Woodside,New York,718-721-2150,11377,QUEENS,402,40.750262,-73.906263,26,4027653,4012110054,257,QN0203
08/11/2022 12:00:00 AM,Skyline Builders Corp. LLC,4403 15th Ave,Brooklyn,New York,718-925-2250,11219,BROOKLYN,312,40.635071,-73.984886,44,3128289,3054310009,232,BK1202
08/15/2022 12:00:00 AM,Rodney Corporation,555 Madison Ave,New York,New York,212-755-5300,10022,MANHATTAN,105,40.761177,-73.973161,4,1035775,1012917502,102,MN0502
08/16/2022 12:00:00 AM,Alba Services Inc,240 W 52nd St,New York,New York,917-217-0459,10019,MANHATTAN,105,40.762999,-73.983922,3,1080862,1010230053,131,MN0502
08/16/2022 12:00:00 AM,Greenpoint Fireproofing & Insulation Inc,31-00 47th Ave,Long Island City,New York,212-867-7588,11101,QUEENS,402,40.74306,-73.935652,26,4003539,4002810001,19902,QN0202
08/16/2022 12:00:00 AM,Regulator Construction,441 Old Nepperhan Ave,Yonkers,New York,917-913-5525,10703,,,,,,,,,
08/17/2022 12:00:00 AM,Nova Concrete Contractors Inc.,39 Barretts Avenue,Holtsville,New York,631-242-4024,11742,,,,,,,,,
08/18/2022 12:00:00 AM,Good Will Mechanical Corp.,1000 Grand Street,Brooklyn,New York,718-486-9000,11211,BROOKLYN,301,40.713214,-73.935421,34,3070764,3030190035,485,BK0104
08/19/2022 12:00:00 AM,1333 Broadway LLC,1333 Broadway,Brooklyn,New York,212-736-4492,11221,BROOKLYN,304,40.690065,-73.923046,37,3076057,3033210152,397,BK0402
08/19/2022 12:00:00 AM,"Baring Industries, Inc.",3249 S.W. 42 St,Fort Lauderdale,Florida,954-327-6700,33312,,,,,,,,,
08/19/2022 12:00:00 AM,E&T Skyline Construction LLC,488 Madison Avenue,New York,New York,212-977-3734,10022,MANHATTAN,105,40.758888,-73.974855,4,1035470,1012870014,102,MN0502
08/19/2022 12:00:00 AM,Empire State Electrical,444 Coney Island Avenue,Brooklyn,New York,917-620-3289,11218,BROOKLYN,312,40.647071,-73.971056,40,3124429,3053310065,50402,BK1203
08/25/2022 12:00:00 AM,M&L Mechanical of NY,92 Terry Road,Smithtown,New York,631-265-6814,11787,,,,,,,,,
08/26/2022 12:00:00 AM,Melto Metal Products Co. Inc.,37 Hanse Ave,Freeport,New York,516-546-8866,11520,,,,,,,,,
08/26/2022 12:00:00 AM,Midre Contracting Corp.,60-01 Northern Blvd,Woodside,New York,718-896-4266,11377,QUEENS,401,40.753826,-73.901988,25,4026171,4011610089,297,QN0104
08/29/2022 12:00:00 AM,"WF Industrial X, LLC",80 8thh Avenue,New York,New York,310-490-0526,10011,,,,,,,,,
08/30/2022 12:00:00 AM,East-End Concrete Industries Inc.,948 Old Medford Ave,Medford,New York,631-716-2301,11763,,,,,,,,,
09/01/2022 12:00:00 AM,Newport Designs Corp.,235 Watchung Ave,West Orange,New Jersey,718-210-4140,07052,,,,,,,,,
09/07/2022 12:00:00 AM,Cooper Electric Supply Company,1 Matrix Drive,Monroe,New Jersey,631-871-5466,08831,,,,,,,,,
09/07/2022 12:00:00 AM,"Schlage Lock Company, LLC",11819 North Pennsylvania,Carmel,Indiana,480-493-8726,46032,,,,,,,,,
09/07/2022 12:00:00 AM,Unitec Elevator Company,36-36 33rd St,Long Island City,New York,347-592-1555,11106,QUEENS,401,40.755141,-73.928728,26,4007923,4006010001,55,QN0105
09/08/2022 12:00:00 AM,"Kone, Inc",47-36 36th Street,Long Island City,New York,309-912-5300,11101,QUEENS,402,40.741588,-73.929461,26,4003273,4002300001,189,QN0202
09/08/2022 12:00:00 AM,"Rael Automatic Sprinkler Company, Inc.",601 Merrick Road,Lynbrook,New York,516-593-2000,11563,,,,,,,,,
09/12/2022 12:00:00 AM,"Kleinknecht Electric Company, Inc.",19 W 44th Street,New York,New York,212-728-1898,10036,MANHATTAN,105,40.755167,-73.98083,4,1034224,1012600024,96,MN0502
09/13/2022 12:00:00 AM,Custom Metal & Glass,60 Herbert Ave,Closter,New Jersey,347-270-0944,07624,,,,,,,,,
09/13/2022 12:00:00 AM,"SC-Starr Ave, LLC",460 Inca Boulevard,Culver City,California,718-906-2042,90232,,,,,,,,,
09/13/2022 12:00:00 AM,"Silvercup Studios NY, LLC",460 Inca Boulevard,Long Island City,New York,718-206-2042,11101,QUEENS,,,,,,,,
09/14/2022 12:00:00 AM,"Add Mechanical, Inc.",134 Evergreen,Brooklyn,New York,718-602-2680,11206,BROOKLYN,,,,,,,,
09/14/2022 12:00:00 AM,H&L Ornamental Ironworks,102 West 38th Street,New York,New York,646-882-0381,10018,MANHATTAN,105,40.752426,-73.986227,4,1015260,1008130040,109,MN0502
09/14/2022 12:00:00 AM,"Marine Bulkheading, Inc.",3512 Bay Court,Seaford,New York,516-785-7557,11783,,,,,,,,,
09/14/2022 12:00:00 AM,Schindler Elevator Corporation,620 Twelfth Avenue,New York,New York,973-397-6500,10036,MANHATTAN,104,40.765047,-73.998043,3,1027118,1010950011,12902,MN0402
09/15/2022 12:00:00 AM,Tristate Fire Sprinklers,1237 39th Street,Brooklyn,New York,718-237-1100,11218,BROOKLYN,312,40.64142,-73.98759,39,3123154,3052940058,226,BK1202
09/20/2022 12:00:00 AM,Park 53rd Owner LLC,1450 Broadway,New York,New York,212-944-2510,10018,MANHATTAN,105,40.754927,-73.98666,4,1022568,1009930047,113,MN0502
09/21/2022 12:00:00 AM,203 Street North LLC,450 West 14th Street,New York,New York,212-620-0500,10014,MANHATTAN,102,40.74184,-74.007503,3,1012223,1006467502,79,MN0203
09/21/2022 12:00:00 AM,2-6 East Tremont Avenue LLC,450 West 14th Street,New York,New York,212-620-0500,10014,MANHATTAN,102,40.74184,-74.007503,3,1012223,1006467502,79,MN0203
09/21/2022 12:00:00 AM,Bolivar Builders LLC,450 West 14th Street,New York,New York,212-620-0500,10014,MANHATTAN,102,40.74184,-74.007503,3,1012223,1006467502,79,MN0203
09/21/2022 12:00:00 AM,TK Elevator Corporation,1407 Broadway Ave,New York,New York,647-436-3659,10016,MANHATTAN,105,40.753439,-73.987151,3,1015265,1008140015,113,MN0502
09/22/2022 12:00:00 AM,69 Adams LLC,505 Flushing Ave,Brooklyn,New York,718-246-4762,11205,BROOKLYN,301,40.699238,-73.954866,33,3396777,3022637508,53102,BK0103
09/22/2022 12:00:00 AM,Casino Plumbing,485 Cliff St,Fairview,New Jersey,201-945-5395,07022,,,,,,,,,
09/22/2022 12:00:00 AM,Far Rockaway Equities LLC,1300 Tonnelle Ave,North Bergen,New Jersey,201-294-1511,07047,,,,,,,,,
09/22/2022 12:00:00 AM,"TRV Mechanical Contractors, LLC",217 Market Street,Kenilworth,New York,908-241-6111,07033,,,,,,,,,
09/22/2022 12:00:00 AM,WWI Contracting Corp,2824 Steinway Street,Queens,New York,201-849-5728,11103,QUEENS,401,40.765224,-73.913924,22,4010760,4006620030,6502,QN0103
09/23/2022 12:00:00 AM,Adria Infrastructure LLC,58-22 Maspeth Ave,Maspeth,New York,718-326-7823,11378,QUEENS,405,40.72304,-73.911312,30,4059790,4026720085,531,QN0501
09/23/2022 12:00:00 AM,Mongiardo Studio Inc.,6 Nolan Dr,Barrington,Massachusetts,413-528-1511,01230,,,,,,,,,
09/26/2022 12:00:00 AM,"94th Avenue Hospitality, LLC",183-30 Jamaica Avemie,Queens,New York,718-454-0800,11423,QUEENS,,,,,,,,
09/27/2022 12:00:00 AM,Cross Management Corp,8 East 40th Street,New York,New York,212-922-1110,10016,MANHATTAN,105,40.751931,-73.981214,4,1017601,1008690066,82,MN0502
09/29/2022 12:00:00 AM,40th Road Realty Group LLC,420 Great Neck Rod,Great Neck,New York,718-353-8898,11021,,,,,,,,,
09/29/2022 12:00:00 AM,Pacific Rim LLC,140-37 Cherry Avenue,Queens,New York,718-353-8898,11355,QUEENS,407,40.754187,-73.82235,20,4533766,4051867502,859,QN0707
10/03/2022 12:00:00 AM,"Sunnyside Studios Owner, LLC",34 East 51st Street,New York,New York,917-281-0338,10022,MANHATTAN,105,40.758303,-73.974722,4,1090748,1012860043,102,MN0502
10/04/2022 12:00:00 AM,Readington Iron Works LLC,101 Industrial East,Clifton,New Jersey,201-528-7517,07012,,,,,,,,,
10/05/2022 12:00:00 AM,Forest Electric Corp,1375 Broadway,New York,New York,212-318-1500,10018,MANHATTAN,105,40.752328,-73.987461,3,1015254,1008130016,109,MN0502
10/05/2022 12:00:00 AM,"Siteline Interior Carpentry, Inc.",25 East Washington,Chicago,Illinois,312-258-6750,60602,,,,,,,,,
10/06/2022 12:00:00 AM,Tony Casale Inc.,1185 Saw Mill River Road,New York,New York,914-375-2177,10503,MANHATTAN,,,,,,,,
10/06/2022 12:00:00 AM,Woodworks Construction,322 8th Ave,New York,New York,212-888-7311,10001,MANHATTAN,105,40.747294,-73.997023,3,1014225,1007760001,95,MN0501
10/07/2022 12:00:00 AM,Premium Millwork Inc,43 Coffey Street,Brooklyn,New York,718-422-7774,11213,BROOKLYN,306,40.674656,-74.011835,38,3008822,3005990014,5301,BK0601
10/11/2022 12:00:00 AM,Thomboy Facilities LLC,539 Eastern PArkway,Brooklyn,New York,718-703-8403,11216,BROOKLYN,308,40.669851,-73.950084,35,3032652,3012620001,31702,BK0802
10/17/2022 12:00:00 AM,"Icon Interiors, Inc.",307 Seventh Ave,New York,New York,212-675-9180,10001,MANHATTAN,105,40.746869,-73.993616,3,1015061,1008030004,95,MN0501
10/19/2022 12:00:00 AM,836 Broadway PArtners LLC,1450 Broadway Ave,New York,New York,212-944-2510,10018,MANHATTAN,105,40.754927,-73.98666,4,1022568,1009930047,113,MN0502
10/20/2022 12:00:00 AM,Champion Combustion,850 Elbe Ave,Staten Island,New York,718-815-8800,10304,STATEN IS,502,40.605015,-74.085395,50,5046269,5031580044,50,SI0201
10/20/2022 12:00:00 AM,Drex Corporation,34-02 Laurel Hill Blvd,MAspeth,New York,718-361-0496,11378,QUEENS,402,40.729175,-73.930838,26,4058805,4025200006,19902,QN0202
10/24/2022 12:00:00 AM,Unity Electric Co. Inc,65-45 Fresh Meadow Lane,Flushing,New York,718-539-4300,11365,QUEENS,408,40.735339,-73.794698,24,4149397,4069160010,1341,QN0803
10/25/2022 12:00:00 AM,Intsel Steel East,560 North Washington Ave,Bridgeport,Connecticut,475-236-6123,06604,,,,,,,,,
10/25/2022 12:00:00 AM,"Park Avenue Building and Roofing Supplies, LLC",2120 Atlantic Avenue,Brooklyn,New York,718-403-0100,11233,BROOKLYN,316,40.676661,-73.916929,41,3391027,3014320028,303,BK1601
10/26/2022 12:00:00 AM,82C LLC,249 Smith St,Brooklyn,New York,347-925-0909,11231,BROOKLYN,306,40.683311,-73.992767,39,3006697,3004150008,75,BK0601
10/26/2022 12:00:00 AM,"Flag Waterproofing & Restoration., Co.",10-40 Borden Ave,Long Island City,New York,718-784-8100,11101,QUEENS,402,40.741137,-73.953477,26,4000207,4000370025,104,QN0201
10/27/2022 12:00:00 AM,"Nouveau Elevator Industries, Inc.",47-55 37 Sttreet,Long Island City,New York,718-349-4770,11101,QUEENS,,,,,,,,
10/28/2022 12:00:00 AM,Church Ave Capital LLC,1300 Tonnelle ave,North bergen,New Jersey,201-314-6746,07047,,,,,,,,,
10/31/2022 12:00:00 AM,Neptune,29-10 120th,Flushing,New York,718-886-5059,11354,QUEENS,,,,,,,,
